name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,
nan,1,1,1,1,327,301,Freeway,1,0.00607,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.474455,39.799116,0.0 116.474504,39.799076,0.0</coordinates></LineString>","<LineString><coordinates>116.474455,39.799116,0.0 116.474504,39.799076,0.0</coordinates></LineString>",,,
天华北街,2,1,1,1,303,304,Freeway,1,0.00632,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.492070,39.799310,0.0 116.492133,39.799340,0.0</coordinates></LineString>","<LineString><coordinates>116.492070,39.799310,0.0 116.492133,39.799340,0.0</coordinates></LineString>",,,
天华北街,3,1,1,1,304,303,Freeway,1,0.00632,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.492133,39.799340,0.0 116.492070,39.799310,0.0</coordinates></LineString>","<LineString><coordinates>116.492133,39.799340,0.0 116.492070,39.799310,0.0</coordinates></LineString>",,,
天华北街,4,1,1,1,304,303,Freeway,1,0.00632,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.492133,39.799340,0.0 116.492070,39.799310,0.0</coordinates></LineString>","<LineString><coordinates>116.492133,39.799340,0.0 116.492070,39.799310,0.0</coordinates></LineString>",,,
天华北街,5,1,1,1,303,304,Freeway,1,0.00632,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.492070,39.799310,0.0 116.492133,39.799340,0.0</coordinates></LineString>","<LineString><coordinates>116.492070,39.799310,0.0 116.492133,39.799340,0.0</coordinates></LineString>",,,
nan,6,1,1,1,276,277,Freeway,1,0.00642,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.518417,39.785877,0.0 116.518377,39.785926,0.0</coordinates></LineString>","<LineString><coordinates>116.518417,39.785877,0.0 116.518377,39.785926,0.0</coordinates></LineString>",,,
永昌中路,7,1,1,1,275,274,Freeway,1,0.00655,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.518240,39.785855,0.0 116.518286,39.785808,0.0</coordinates></LineString>","<LineString><coordinates>116.518240,39.785855,0.0 116.518286,39.785808,0.0</coordinates></LineString>",,,
nan,8,1,1,1,600,599,Freeway,1,0.00659,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.495885,39.801188,0.0 116.495925,39.801138,0.0</coordinates></LineString>","<LineString><coordinates>116.495885,39.801188,0.0 116.495925,39.801138,0.0</coordinates></LineString>",,,
荣华中路,9,1,1,1,313,312,Freeway,1,0.00664,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.496033,39.801260,0.0 116.496075,39.801209,0.0</coordinates></LineString>","<LineString><coordinates>116.496033,39.801260,0.0 116.496075,39.801209,0.0</coordinates></LineString>",,,
荣昌东街,10,1,1,1,267,266,Freeway,1,0.00667,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.516823,39.781050,0.0 116.516757,39.781018,0.0</coordinates></LineString>","<LineString><coordinates>116.516823,39.781050,0.0 116.516757,39.781018,0.0</coordinates></LineString>",,,
宏达中路,11,1,1,1,270,271,Freeway,1,0.00670,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.514444,39.783944,0.0 116.514404,39.783996,0.0</coordinates></LineString>","<LineString><coordinates>116.514444,39.783944,0.0 116.514404,39.783996,0.0</coordinates></LineString>",,,
宏达中路,12,1,1,1,271,270,Freeway,1,0.00670,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.514404,39.783996,0.0 116.514444,39.783944,0.0</coordinates></LineString>","<LineString><coordinates>116.514404,39.783996,0.0 116.514444,39.783944,0.0</coordinates></LineString>",,,
宏达中路,13,1,1,1,271,270,Freeway,1,0.00670,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.514404,39.783996,0.0 116.514444,39.783944,0.0</coordinates></LineString>","<LineString><coordinates>116.514404,39.783996,0.0 116.514444,39.783944,0.0</coordinates></LineString>",,,
宏达中路,14,1,1,1,270,271,Freeway,1,0.00670,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.514444,39.783944,0.0 116.514404,39.783996,0.0</coordinates></LineString>","<LineString><coordinates>116.514444,39.783944,0.0 116.514404,39.783996,0.0</coordinates></LineString>",,,
nan,15,1,1,1,314,315,Freeway,1,0.00670,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.496266,39.801302,0.0 116.496224,39.801353,0.0</coordinates></LineString>","<LineString><coordinates>116.496266,39.801302,0.0 116.496224,39.801353,0.0</coordinates></LineString>",,,
nan,16,1,1,1,135,136,Freeway,1,0.00675,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.496408,39.801370,0.0 116.496369,39.801423,0.0</coordinates></LineString>","<LineString><coordinates>116.496408,39.801370,0.0 116.496369,39.801423,0.0</coordinates></LineString>",,,
荣京东街,17,1,1,1,290,292,Freeway,1,0.00677,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.506963,39.793176,0.0 116.506895,39.793143,0.0</coordinates></LineString>","<LineString><coordinates>116.506963,39.793176,0.0 116.506895,39.793143,0.0</coordinates></LineString>",,,
荣京东街,18,1,1,1,289,291,Freeway,1,0.00678,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.506964,39.793059,0.0 116.507031,39.793091,0.0</coordinates></LineString>","<LineString><coordinates>116.506964,39.793059,0.0 116.507031,39.793091,0.0</coordinates></LineString>",,,
同济南路,19,1,1,1,474,573,Freeway,1,0.00730,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.541774,39.766580,0.0 116.541832,39.766531,0.0</coordinates></LineString>","<LineString><coordinates>116.541774,39.766580,0.0 116.541832,39.766531,0.0</coordinates></LineString>",,,
同济南路,20,1,1,1,573,474,Freeway,1,0.00730,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.541832,39.766531,0.0 116.541774,39.766580,0.0</coordinates></LineString>","<LineString><coordinates>116.541832,39.766531,0.0 116.541774,39.766580,0.0</coordinates></LineString>",,,
同济南路,21,1,1,1,573,474,Freeway,1,0.00730,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.541832,39.766531,0.0 116.541774,39.766580,0.0</coordinates></LineString>","<LineString><coordinates>116.541832,39.766531,0.0 116.541774,39.766580,0.0</coordinates></LineString>",,,
同济南路,22,1,1,1,474,573,Freeway,1,0.00730,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.541774,39.766580,0.0 116.541832,39.766531,0.0</coordinates></LineString>","<LineString><coordinates>116.541774,39.766580,0.0 116.541832,39.766531,0.0</coordinates></LineString>",,,
nan,23,1,1,1,93,288,Freeway,1,0.00741,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.478493,39.792740,0.0 116.478415,39.792710,0.0</coordinates></LineString>","<LineString><coordinates>116.478493,39.792740,0.0 116.478415,39.792710,0.0</coordinates></LineString>",,,
nan,24,1,1,1,288,93,Freeway,1,0.00741,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.478415,39.792710,0.0 116.478493,39.792740,0.0</coordinates></LineString>","<LineString><coordinates>116.478415,39.792710,0.0 116.478493,39.792740,0.0</coordinates></LineString>",,,
nan,25,1,1,1,288,93,Freeway,1,0.00741,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.478415,39.792710,0.0 116.478493,39.792740,0.0</coordinates></LineString>","<LineString><coordinates>116.478415,39.792710,0.0 116.478493,39.792740,0.0</coordinates></LineString>",,,
nan,26,1,1,1,93,288,Freeway,1,0.00741,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.478493,39.792740,0.0 116.478415,39.792710,0.0</coordinates></LineString>","<LineString><coordinates>116.478493,39.792740,0.0 116.478415,39.792710,0.0</coordinates></LineString>",,,
隆庆街,27,1,1,1,399,400,Freeway,1,0.00800,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.505633,39.801411,0.0 116.505713,39.801449,0.0</coordinates></LineString>","<LineString><coordinates>116.505633,39.801411,0.0 116.505713,39.801449,0.0</coordinates></LineString>",,,
隆庆街,28,1,1,1,400,399,Freeway,1,0.00800,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.505713,39.801449,0.0 116.505633,39.801411,0.0</coordinates></LineString>","<LineString><coordinates>116.505713,39.801449,0.0 116.505633,39.801411,0.0</coordinates></LineString>",,,
隆庆街,29,1,1,1,400,399,Freeway,1,0.00800,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.505713,39.801449,0.0 116.505633,39.801411,0.0</coordinates></LineString>","<LineString><coordinates>116.505713,39.801449,0.0 116.505633,39.801411,0.0</coordinates></LineString>",,,
隆庆街,30,1,1,1,399,400,Freeway,1,0.00800,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.505633,39.801411,0.0 116.505713,39.801449,0.0</coordinates></LineString>","<LineString><coordinates>116.505633,39.801411,0.0 116.505713,39.801449,0.0</coordinates></LineString>",,,
nan,31,1,1,1,280,281,Freeway,1,0.00850,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.511889,39.786994,0.0 116.511973,39.787035,0.0</coordinates></LineString>","<LineString><coordinates>116.511889,39.786994,0.0 116.511973,39.787035,0.0</coordinates></LineString>",,,
nan,32,1,1,1,281,280,Freeway,1,0.00850,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.511973,39.787035,0.0 116.511889,39.786994,0.0</coordinates></LineString>","<LineString><coordinates>116.511973,39.787035,0.0 116.511889,39.786994,0.0</coordinates></LineString>",,,
nan,33,1,1,1,281,280,Freeway,1,0.00850,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.511973,39.787035,0.0 116.511889,39.786994,0.0</coordinates></LineString>","<LineString><coordinates>116.511973,39.787035,0.0 116.511889,39.786994,0.0</coordinates></LineString>",,,
nan,34,1,1,1,280,281,Freeway,1,0.00850,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.511889,39.786994,0.0 116.511973,39.787035,0.0</coordinates></LineString>","<LineString><coordinates>116.511889,39.786994,0.0 116.511973,39.787035,0.0</coordinates></LineString>",,,
地泽东街,35,1,1,1,100,483,Freeway,1,0.00873,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.507482,39.774348,0.0 116.507513,39.774423,0.0</coordinates></LineString>","<LineString><coordinates>116.507482,39.774348,0.0 116.507513,39.774423,0.0</coordinates></LineString>",,,
地泽东街,36,1,1,1,483,100,Freeway,1,0.00873,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.507513,39.774423,0.0 116.507482,39.774348,0.0</coordinates></LineString>","<LineString><coordinates>116.507513,39.774423,0.0 116.507482,39.774348,0.0</coordinates></LineString>",,,
地泽东街,37,1,1,1,483,100,Freeway,1,0.00873,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.507513,39.774423,0.0 116.507482,39.774348,0.0</coordinates></LineString>","<LineString><coordinates>116.507513,39.774423,0.0 116.507482,39.774348,0.0</coordinates></LineString>",,,
地泽东街,38,1,1,1,100,483,Freeway,1,0.00873,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.507482,39.774348,0.0 116.507513,39.774423,0.0</coordinates></LineString>","<LineString><coordinates>116.507482,39.774348,0.0 116.507513,39.774423,0.0</coordinates></LineString>",,,
景园南街,39,1,1,1,479,244,Freeway,1,0.00889,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.514653,39.771435,0.0 116.514620,39.771359,0.0</coordinates></LineString>","<LineString><coordinates>116.514653,39.771435,0.0 116.514620,39.771359,0.0</coordinates></LineString>",,,
文昌大道,40,1,1,1,359,485,Freeway,1,0.00900,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.498792,39.776626,0.0 116.498821,39.776704,0.0</coordinates></LineString>","<LineString><coordinates>116.498792,39.776626,0.0 116.498821,39.776704,0.0</coordinates></LineString>",,,
文昌大道,41,1,1,1,485,359,Freeway,1,0.00900,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.498821,39.776704,0.0 116.498792,39.776626,0.0</coordinates></LineString>","<LineString><coordinates>116.498821,39.776704,0.0 116.498792,39.776626,0.0</coordinates></LineString>",,,
文昌大道,42,1,1,1,485,359,Freeway,1,0.00900,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.498821,39.776704,0.0 116.498792,39.776626,0.0</coordinates></LineString>","<LineString><coordinates>116.498821,39.776704,0.0 116.498792,39.776626,0.0</coordinates></LineString>",,,
文昌大道,43,1,1,1,359,485,Freeway,1,0.00900,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.498792,39.776626,0.0 116.498821,39.776704,0.0</coordinates></LineString>","<LineString><coordinates>116.498792,39.776626,0.0 116.498821,39.776704,0.0</coordinates></LineString>",,,
地泽西街,44,1,1,1,101,484,Freeway,1,0.00910,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.502059,39.775769,0.0 116.502087,39.775848,0.0</coordinates></LineString>","<LineString><coordinates>116.502059,39.775769,0.0 116.502087,39.775848,0.0</coordinates></LineString>",,,
地泽西街,45,1,1,1,484,101,Freeway,1,0.00910,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.502087,39.775848,0.0 116.502059,39.775769,0.0</coordinates></LineString>","<LineString><coordinates>116.502087,39.775848,0.0 116.502059,39.775769,0.0</coordinates></LineString>",,,
地泽西街,46,1,1,1,484,101,Freeway,1,0.00910,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.502087,39.775848,0.0 116.502059,39.775769,0.0</coordinates></LineString>","<LineString><coordinates>116.502087,39.775848,0.0 116.502059,39.775769,0.0</coordinates></LineString>",,,
地泽西街,47,1,1,1,101,484,Freeway,1,0.00910,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.502059,39.775769,0.0 116.502087,39.775848,0.0</coordinates></LineString>","<LineString><coordinates>116.502059,39.775769,0.0 116.502087,39.775848,0.0</coordinates></LineString>",,,
地盛南街,48,1,1,1,102,487,Freeway,1,0.00932,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.495516,39.777491,0.0 116.495546,39.777572,0.0</coordinates></LineString>","<LineString><coordinates>116.495516,39.777491,0.0 116.495546,39.777572,0.0</coordinates></LineString>",,,
地盛南街,49,1,1,1,487,102,Freeway,1,0.00932,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.495546,39.777572,0.0 116.495516,39.777491,0.0</coordinates></LineString>","<LineString><coordinates>116.495546,39.777572,0.0 116.495516,39.777491,0.0</coordinates></LineString>",,,
地盛南街,50,1,1,1,487,102,Freeway,1,0.00932,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.495546,39.777572,0.0 116.495516,39.777491,0.0</coordinates></LineString>","<LineString><coordinates>116.495546,39.777572,0.0 116.495516,39.777491,0.0</coordinates></LineString>",,,
地盛南街,51,1,1,1,102,487,Freeway,1,0.00932,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.495516,39.777491,0.0 116.495546,39.777572,0.0</coordinates></LineString>","<LineString><coordinates>116.495516,39.777491,0.0 116.495546,39.777572,0.0</coordinates></LineString>",,,
万源街,52,1,1,1,403,404,Freeway,1,0.00938,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.503031,39.804616,0.0 116.503124,39.804661,0.0</coordinates></LineString>","<LineString><coordinates>116.503031,39.804616,0.0 116.503124,39.804661,0.0</coordinates></LineString>",,,
万源街,53,1,1,1,404,403,Freeway,1,0.00938,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.503124,39.804661,0.0 116.503031,39.804616,0.0</coordinates></LineString>","<LineString><coordinates>116.503124,39.804661,0.0 116.503031,39.804616,0.0</coordinates></LineString>",,,
万源街,54,1,1,1,404,403,Freeway,1,0.00938,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.503124,39.804661,0.0 116.503031,39.804616,0.0</coordinates></LineString>","<LineString><coordinates>116.503124,39.804661,0.0 116.503031,39.804616,0.0</coordinates></LineString>",,,
万源街,55,1,1,1,403,404,Freeway,1,0.00938,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.503031,39.804616,0.0 116.503124,39.804661,0.0</coordinates></LineString>","<LineString><coordinates>116.503031,39.804616,0.0 116.503124,39.804661,0.0</coordinates></LineString>",,,
博兴八路,56,1,1,1,359,477,Freeway,1,0.00939,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.498792,39.776626,0.0 116.498714,39.776566,0.0</coordinates></LineString>","<LineString><coordinates>116.498792,39.776626,0.0 116.498714,39.776566,0.0</coordinates></LineString>",,,
荣昌西街,57,1,1,1,543,480,Freeway,1,0.00963,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.511265,39.772900,0.0 116.511299,39.772983,0.0</coordinates></LineString>","<LineString><coordinates>116.511265,39.772900,0.0 116.511299,39.772983,0.0</coordinates></LineString>",,,
建安街,58,1,1,1,241,478,Freeway,1,0.00971,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.518228,39.769023,0.0 116.518309,39.769084,0.0</coordinates></LineString>","<LineString><coordinates>116.518228,39.769023,0.0 116.518309,39.769084,0.0</coordinates></LineString>",,,
建安街,59,1,1,1,478,241,Freeway,1,0.00971,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.518309,39.769084,0.0 116.518228,39.769023,0.0</coordinates></LineString>","<LineString><coordinates>116.518309,39.769084,0.0 116.518228,39.769023,0.0</coordinates></LineString>",,,
建安街,60,1,1,1,478,241,Freeway,1,0.00971,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.518309,39.769084,0.0 116.518228,39.769023,0.0</coordinates></LineString>","<LineString><coordinates>116.518309,39.769084,0.0 116.518228,39.769023,0.0</coordinates></LineString>",,,
建安街,61,1,1,1,241,478,Freeway,1,0.00971,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.518228,39.769023,0.0 116.518309,39.769084,0.0</coordinates></LineString>","<LineString><coordinates>116.518228,39.769023,0.0 116.518309,39.769084,0.0</coordinates></LineString>",,,
景园南街,62,1,1,1,244,79,Freeway,1,0.00975,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.514620,39.771359,0.0 116.514562,39.771284,0.0</coordinates></LineString>","<LineString><coordinates>116.514620,39.771359,0.0 116.514562,39.771284,0.0</coordinates></LineString>",,,
西环中路,63,1,1,1,477,340,Freeway,1,0.00988,0,60.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.498714,39.776566,0.0 116.498821,39.776531,0.0</coordinates></LineString>","<LineString><coordinates>116.498714,39.776566,0.0 116.498821,39.776531,0.0</coordinates></LineString>",,,
景园街,64,1,1,1,536,557,Freeway,1,0.01018,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.523933,39.779063,0.0 116.523832,39.779015,0.0</coordinates></LineString>","<LineString><coordinates>116.523933,39.779063,0.0 116.523832,39.779015,0.0</coordinates></LineString>",,,
景园街,65,1,1,1,557,536,Freeway,1,0.01018,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.523832,39.779015,0.0 116.523933,39.779063,0.0</coordinates></LineString>","<LineString><coordinates>116.523832,39.779015,0.0 116.523933,39.779063,0.0</coordinates></LineString>",,,
景园街,66,1,1,1,557,536,Freeway,1,0.01018,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.523832,39.779015,0.0 116.523933,39.779063,0.0</coordinates></LineString>","<LineString><coordinates>116.523832,39.779015,0.0 116.523933,39.779063,0.0</coordinates></LineString>",,,
景园街,67,1,1,1,536,557,Freeway,1,0.01018,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.523933,39.779063,0.0 116.523832,39.779015,0.0</coordinates></LineString>","<LineString><coordinates>116.523933,39.779063,0.0 116.523832,39.779015,0.0</coordinates></LineString>",,,
荣昌西街,68,1,1,1,481,99,Freeway,1,0.01020,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.511178,39.773035,0.0 116.511143,39.772947,0.0</coordinates></LineString>","<LineString><coordinates>116.511178,39.773035,0.0 116.511143,39.772947,0.0</coordinates></LineString>",,,
科创三街,69,1,1,1,73,517,Freeway,1,0.01027,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.525464,39.810734,0.0 116.525365,39.810681,0.0</coordinates></LineString>","<LineString><coordinates>116.525464,39.810734,0.0 116.525365,39.810681,0.0</coordinates></LineString>",,,
科创三街,70,1,1,1,517,73,Freeway,1,0.01027,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.525365,39.810681,0.0 116.525464,39.810734,0.0</coordinates></LineString>","<LineString><coordinates>116.525365,39.810681,0.0 116.525464,39.810734,0.0</coordinates></LineString>",,,
科创三街,71,1,1,1,517,73,Freeway,1,0.01027,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.525365,39.810681,0.0 116.525464,39.810734,0.0</coordinates></LineString>","<LineString><coordinates>116.525365,39.810681,0.0 116.525464,39.810734,0.0</coordinates></LineString>",,,
科创三街,72,1,1,1,73,517,Freeway,1,0.01027,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.525464,39.810734,0.0 116.525365,39.810681,0.0</coordinates></LineString>","<LineString><coordinates>116.525464,39.810734,0.0 116.525365,39.810681,0.0</coordinates></LineString>",,,
经海七路,73,1,1,1,449,450,Freeway,1,0.01029,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.562515,39.794449,0.0 116.562446,39.794525,0.0</coordinates></LineString>","<LineString><coordinates>116.562515,39.794449,0.0 116.562446,39.794525,0.0</coordinates></LineString>",,,
经海七路,74,1,1,1,450,449,Freeway,1,0.01029,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.562446,39.794525,0.0 116.562515,39.794449,0.0</coordinates></LineString>","<LineString><coordinates>116.562446,39.794525,0.0 116.562515,39.794449,0.0</coordinates></LineString>",,,
经海七路,75,1,1,1,450,449,Freeway,1,0.01029,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.562446,39.794525,0.0 116.562515,39.794449,0.0</coordinates></LineString>","<LineString><coordinates>116.562446,39.794525,0.0 116.562515,39.794449,0.0</coordinates></LineString>",,,
经海七路,76,1,1,1,449,450,Freeway,1,0.01029,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.562515,39.794449,0.0 116.562446,39.794525,0.0</coordinates></LineString>","<LineString><coordinates>116.562515,39.794449,0.0 116.562446,39.794525,0.0</coordinates></LineString>",,,
北环东路,77,1,1,1,406,407,Freeway,1,0.01036,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.500561,39.807645,0.0 116.500666,39.807692,0.0</coordinates></LineString>","<LineString><coordinates>116.500561,39.807645,0.0 116.500666,39.807692,0.0</coordinates></LineString>",,,
北环东路,78,1,1,1,407,406,Freeway,1,0.01036,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.500666,39.807692,0.0 116.500561,39.807645,0.0</coordinates></LineString>","<LineString><coordinates>116.500666,39.807692,0.0 116.500561,39.807645,0.0</coordinates></LineString>",,,
北环东路,79,1,1,1,407,406,Freeway,1,0.01036,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.500666,39.807692,0.0 116.500561,39.807645,0.0</coordinates></LineString>","<LineString><coordinates>116.500666,39.807692,0.0 116.500561,39.807645,0.0</coordinates></LineString>",,,
北环东路,80,1,1,1,406,407,Freeway,1,0.01036,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.500561,39.807645,0.0 116.500666,39.807692,0.0</coordinates></LineString>","<LineString><coordinates>116.500561,39.807645,0.0 116.500666,39.807692,0.0</coordinates></LineString>",,,
永昌中路,81,1,1,1,386,294,Freeway,1,0.01050,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.510806,39.795034,0.0 116.510876,39.794957,0.0</coordinates></LineString>","<LineString><coordinates>116.510806,39.795034,0.0 116.510876,39.794957,0.0</coordinates></LineString>",,,
科创十一街,82,1,1,1,169,172,Freeway,1,0.01058,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.548014,39.783198,0.0 116.548119,39.783249,0.0</coordinates></LineString>","<LineString><coordinates>116.548014,39.783198,0.0 116.548119,39.783249,0.0</coordinates></LineString>",,,
科创十一街,83,1,1,1,172,169,Freeway,1,0.01058,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.548119,39.783249,0.0 116.548014,39.783198,0.0</coordinates></LineString>","<LineString><coordinates>116.548119,39.783249,0.0 116.548014,39.783198,0.0</coordinates></LineString>",,,
科创十一街,84,1,1,1,172,169,Freeway,1,0.01058,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.548119,39.783249,0.0 116.548014,39.783198,0.0</coordinates></LineString>","<LineString><coordinates>116.548119,39.783249,0.0 116.548014,39.783198,0.0</coordinates></LineString>",,,
科创十一街,85,1,1,1,169,172,Freeway,1,0.01058,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.548014,39.783198,0.0 116.548119,39.783249,0.0</coordinates></LineString>","<LineString><coordinates>116.548014,39.783198,0.0 116.548119,39.783249,0.0</coordinates></LineString>",,,
永昌中路,86,1,1,1,295,387,Freeway,1,0.01065,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.510996,39.795015,0.0 116.510929,39.795096,0.0</coordinates></LineString>","<LineString><coordinates>116.510996,39.795015,0.0 116.510929,39.795096,0.0</coordinates></LineString>",,,
中和街,87,1,1,1,393,394,Freeway,1,0.01077,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.508228,39.798201,0.0 116.508335,39.798252,0.0</coordinates></LineString>","<LineString><coordinates>116.508228,39.798201,0.0 116.508335,39.798252,0.0</coordinates></LineString>",,,
中和街,88,1,1,1,394,393,Freeway,1,0.01077,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.508335,39.798252,0.0 116.508228,39.798201,0.0</coordinates></LineString>","<LineString><coordinates>116.508335,39.798252,0.0 116.508228,39.798201,0.0</coordinates></LineString>",,,
中和街,89,1,1,1,394,393,Freeway,1,0.01077,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.508335,39.798252,0.0 116.508228,39.798201,0.0</coordinates></LineString>","<LineString><coordinates>116.508335,39.798252,0.0 116.508228,39.798201,0.0</coordinates></LineString>",,,
中和街,90,1,1,1,393,394,Freeway,1,0.01077,0,10.0000,1800.0000,1,180.0,12.0,"","","<LineString><coordinates>116.508228,39.798201,0.0 116.508335,39.798252,0.0</coordinates></LineString>","<LineString><coordinates>116.508228,39.798201,0.0 116.508335,39.798252,0.0</coordinates></LineString>",,,
